signal,contracts,mean_mid_price,mean_relative_spread,mean_buy_edge,mean_sell_edge,mean_confidence
hold,51,15.98583312158857,0.04225941480037625,-0.2388000377830729,-0.4205915077009341,0.00708387395690653
buy_underpriced,28,8.709726220530154,0.029438223853674284,0.528065332226146,-0.802680167333302,0.07638493052797998
no_trade_liquidity,14,6.9022799737311304,0.4644788050248608,-0.027641592826719377,-0.31403522875316575,0.007457599427269436
sell_overpriced,11,4.6137710247993615,0.030011461642532364,-0.3808249066103226,0.27191663665381777,0.07837999629932581
