fair_value_model,strategy_name,date,daily_pnl,equity,drawdown
black_scholes,baseline,2025-01-08,249.99999999999991,100250.0,0.0
black_scholes,call_only,2025-01-08,-165.00000000000003,99835.0,0.0
black_scholes,put_only,2025-01-08,231.99999999999977,100232.0,0.0
black_scholes,atm_tight,2025-01-08,249.99999999999991,100250.0,0.0
black_scholes,tight_spread_high_edge,2025-01-08,293.99999999999994,100294.0,0.0
black_scholes,shorter_dte,2025-01-08,249.99999999999991,100250.0,0.0
black_scholes,hybrid_mispricing_regime,2025-01-07,-27.0,99973.0,0.0
black_scholes,hybrid_mispricing_regime,2025-01-08,-35.00000000000014,99938.0,-0.00035009452552192677
