hurst,eta,rho,roughness_score,mean_terminal_variance,european_rough_price,european_std_error,american_rough_lsmc_price,american_std_error
0.05,1.8,-0.7,1.1614981771440296,0.039619378747662574,8.27181860093854,0.07810100927149274,8.271818600938548,0.0781010092714928
0.1,1.8,-0.7,0.9350042682485065,0.03919953967271707,6.520812216090334,0.06430003229400814,6.5208122160903415,0.0643000322940082
0.2,1.8,-0.7,0.606585170734992,0.04037941927331825,3.6006931719733664,0.039904289414214617,3.6006931719733695,0.039904289414214665
0.3,1.8,-0.7,0.39385611330751724,0.0419825257642892,1.3564643711374258,0.018806264401059737,1.3551387993939559,0.018756796832174846
0.45,1.8,-0.7,0.2065641946061456,0.04304819442678834,0.014500214533444186,0.0076842695469866865,0.045429865092578625,0.007700053472294243
